TESTNAME,SUBTESTNAME,SUBSUBTESTNAME,DESCRIPTION,FUNCTION,TIMEOUT,PARAM1,PARAM2,UNIT,LOW,HIGH,KEY,VAL,FAIL_COUNT,NYQUIST_GROUP,NYQUIST_PROPOSED_RATE
USBC,LDCM_AceSBU2_1nF,Calculated_Impedance_Phase,DUT reading Calculated_Impedance_Phase,ldcm.parse,10000,Calculated_Impedance_Phase,nil_nil,Degrees,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1nF,Disconnect_Cap,DISCONNECT config ACE_DEBUG5 route,relay.relay,10000,LDCM_ACE_DEBUG_5_SBU2,DISCONNECT_QN,,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_2nF,Connect_Cap,config ACE_DEBUG5 route,relay.relay,10000,LDCM_ACE_DEBUG_5_SBU2,TO_2NF,,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_2nF,DELAY_100MS,delay 100ms,delay.delay,10000,100,,ms,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_2nF,Cmds_Send,Run LDCM script,ldcm.run_script,30000,LDCM_LDCM_SBU_2nF_list,,,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_2nF,DELAY_10MS_1,delay 10ms,delay.delay,10000,10,,ms,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_2nF,Voltage_Channel_THD,DUT reading Voltage_Channel_THD,ldcm.parse,10000,Voltage_Channel_THD,nil_-45,dB,-9e30,-45,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_2nF,TIA_Channel_THD,DUT reading Voltage_Channel_THD,ldcm.parse,10000,TIA_Channel_THD,nil_-40,dB,-9e30,-40,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_2nF,Leakage_Current_THD,DUT reading Leakage_Current,ldcm.parse,10000,Leakage_Current_THD,nil_-12,dB,-9e30,-12,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_2nF,Voltage_Channel_SNR,DUT reading Voltage_Channel_SNR,ldcm.parse,10000,Voltage_Channel_SNR,30_nil,dB,30,9e30,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_2nF,Voltage_SNR_closest_freq,DUT reading Voltage_SNR_closest_freq,ldcm.parse,10000,Voltage_SNR_closest_freq,100_125,Hz,100,125,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_2nF,TIA_Channel_SNR,DUT reading TIA_Channel_SNR,ldcm.parse,10000,TIA_Channel_SNR,30_nil,dB,30,9e30,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_2nF,TIA_SNR_closest_freq,DUT reading TIA_SNR_closest_freq,ldcm.parse,10000,TIA_SNR_closest_freq,100_125,Hz,100,125,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_2nF,Leakage_Current_SNR,DUT reading Leakage_Current_SNR,ldcm.parse,10000,Leakage_Current_SNR,6_nil,dB,6,9e30,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_2nF,Current_SNR_closest_freq,DUT reading Current_SNR_closest_freq,ldcm.parse,10000,Current_SNR_closest_freq,100_125,Hz,100,125,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_2nF,Voltage_Channel_Amplitude,DUT reading Voltage_Channel_Amplitude,ldcm.parse,10000,Voltage_Channel_Amplitude,0.05_0.11,Ratio_FS,0.05,0.11,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_2nF,Voltage_Channel_Phase,DUT reading Voltage_Channel_Phase,ldcm.parse,10000,Voltage_Channel_Phase,nil_nil,Degrees,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_2nF,TIA_Channel_Amplitude,DUT reading TIA_Channel_Amplitude,ldcm.parse,10000,TIA_Channel_Amplitude,0.05_0.25,Ratio_FS,0.05,0.25,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_2nF,TIA_Channel_Phase,DUT reading TIA_Channel_Phase,ldcm.parse,10000,TIA_Channel_Phase,nil_nil,Degrees,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_2nF,Current_Channel_Amplitude,DUT reading Current_Channel_Amplitude,ldcm.parse,10000,Current_Channel_Amplitude,nil_nil,Ratio_FS,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_2nF,Current_Channel_Phase,DUT reading Current_Channel_Phase,ldcm.parse,10000,Current_Channel_Phase,nil_nil,Degrees,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_2nF,Calculated_Resistance,DUT reading Calculated_Resistance,ldcm.parse,10000,Calculated_Resistance,1250000_nil,Ohms,1250000,9e30,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_2nF,Calculated_Capacitance,DUT reading Calculated_Capacitance,ldcm.parse,10000,Calculated_Capacitance,0.6_3.399999999999999,nF,0.6,3.399999999999999,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_2nF,Calculated_Impedance_Magnitude,DUT reading Calculated_Impedance_Magnitude,ldcm.parse,10000,Calculated_Impedance_Magnitude,506402_940461,Ohms,506402,940461,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_2nF,Calculated_Impedance_Phase,DUT reading Calculated_Impedance_Phase,ldcm.parse,10000,Calculated_Impedance_Phase,nil_nil,Degrees,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_2nF,Disconnect_Cap,DISCONNECT config ACE_DEBUG5 route,relay.relay,10000,LDCM_ACE_DEBUG_5_SBU2,DISCONNECT_QN,,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_3nF,Connect_Cap,config ACE_DEBUG5 route,relay.relay,10000,LDCM_ACE_DEBUG_5_SBU2,TO_3NF,,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_3nF,DELAY_100MS,delay 100ms,delay.delay,10000,100,,ms,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_3nF,Cmds_Send,Run LDCM script,ldcm.run_script,30000,LDCM_LDCM_SBU_3nF_list,,,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_3nF,DELAY_10MS_1,delay 10ms,delay.delay,10000,10,,ms,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_3nF,Voltage_Channel_THD,DUT reading Voltage_Channel_THD,ldcm.parse,10000,Voltage_Channel_THD,nil_-45,dB,-9e30,-45,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_3nF,TIA_Channel_THD,DUT reading Voltage_Channel_THD,ldcm.parse,10000,TIA_Channel_THD,nil_-40,dB,-9e30,-40,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_3nF,Leakage_Current_THD,DUT reading Leakage_Current,ldcm.parse,10000,Leakage_Current_THD,nil_-12,dB,-9e30,-12,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_3nF,Voltage_Channel_SNR,DUT reading Voltage_Channel_SNR,ldcm.parse,10000,Voltage_Channel_SNR,30_nil,dB,30,9e30,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_3nF,Voltage_SNR_closest_freq,DUT reading Voltage_SNR_closest_freq,ldcm.parse,10000,Voltage_SNR_closest_freq,100_125,Hz,100,125,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_3nF,TIA_Channel_SNR,DUT reading TIA_Channel_SNR,ldcm.parse,10000,TIA_Channel_SNR,30_nil,dB,30,9e30,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_3nF,TIA_SNR_closest_freq,DUT reading TIA_SNR_closest_freq,ldcm.parse,10000,TIA_SNR_closest_freq,100_125,Hz,100,125,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_3nF,Leakage_Current_SNR,DUT reading Leakage_Current_SNR,ldcm.parse,10000,Leakage_Current_SNR,6_nil,dB,6,9e30,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_3nF,Current_SNR_closest_freq,DUT reading Current_SNR_closest_freq,ldcm.parse,10000,Current_SNR_closest_freq,100_125,Hz,100,125,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_3nF,Voltage_Channel_Amplitude,DUT reading Voltage_Channel_Amplitude,ldcm.parse,10000,Voltage_Channel_Amplitude,0.05_0.11,Ratio_FS,0.05,0.11,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_3nF,Voltage_Channel_Phase,DUT reading Voltage_Channel_Phase,ldcm.parse,10000,Voltage_Channel_Phase,nil_nil,Degrees,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_3nF,TIA_Channel_Amplitude,DUT reading TIA_Channel_Amplitude,ldcm.parse,10000,TIA_Channel_Amplitude,0.05_0.25,Ratio_FS,0.05,0.25,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_3nF,TIA_Channel_Phase,DUT reading TIA_Channel_Phase,ldcm.parse,10000,TIA_Channel_Phase,nil_nil,Degrees,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_3nF,Current_Channel_Amplitude,DUT reading Current_Channel_Amplitude,ldcm.parse,10000,Current_Channel_Amplitude,nil_nil,Ratio_FS,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_3nF,Current_Channel_Phase,DUT reading Current_Channel_Phase,ldcm.parse,10000,Current_Channel_Phase,nil_nil,Degrees,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_3nF,Calculated_Resistance,DUT reading Calculated_Resistance,ldcm.parse,10000,Calculated_Resistance,1250000_nil,Ohms,1250000,9e30,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_3nF,Calculated_Capacitance,DUT reading Calculated_Capacitance,ldcm.parse,10000,Calculated_Capacitance,0.8999999999999999_5.099999999999999,nF,0.8999999999999999,5.099999999999999,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_3nF,Calculated_Impedance_Magnitude,DUT reading Calculated_Impedance_Magnitude,ldcm.parse,10000,Calculated_Impedance_Magnitude,337601_626974,Ohms,337601,626974,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_3nF,Calculated_Impedance_Phase,DUT reading Calculated_Impedance_Phase,ldcm.parse,10000,Calculated_Impedance_Phase,nil_nil,Degrees,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_3nF,Disconnect_Cap,DISCONNECT config ACE_DEBUG5 route,relay.relay,10000,LDCM_ACE_DEBUG_5_SBU2,DISCONNECT_QN,,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M,Connect_Res,config ACE_DEBUG5 route,relay.relay,10000,LDCM_ACE_DEBUG_5_SBU2,TO_1M,,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M,DELAY_100MS,delay 100ms,delay.delay,10000,100,,ms,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M,Cmds_Send,Run LDCM script,ldcm.run_script,30000,LDCM_LDCM_SBU_1M_list,,,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M,DELAY_10MS_1,delay 10ms,delay.delay,10000,10,,ms,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M,Voltage_Channel_THD,DUT reading Voltage_Channel_THD,ldcm.parse,10000,Voltage_Channel_THD,nil_-45,dB,-9e30,-45,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M,TIA_Channel_THD,DUT reading Voltage_Channel_THD,ldcm.parse,10000,TIA_Channel_THD,nil_-40,dB,-9e30,-40,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M,Leakage_Current_THD,DUT reading Leakage_Current,ldcm.parse,10000,Leakage_Current_THD,nil_-12,dB,-9e30,-12,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M,Voltage_Channel_SNR,DUT reading Voltage_Channel_SNR,ldcm.parse,10000,Voltage_Channel_SNR,30_nil,dB,30,9e30,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M,Voltage_SNR_closest_freq,DUT reading Voltage_SNR_closest_freq,ldcm.parse,10000,Voltage_SNR_closest_freq,100_125,Hz,100,125,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M,TIA_Channel_SNR,DUT reading TIA_Channel_SNR,ldcm.parse,10000,TIA_Channel_SNR,30_nil,dB,30,9e30,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M,TIA_SNR_closest_freq,DUT reading TIA_SNR_closest_freq,ldcm.parse,10000,TIA_SNR_closest_freq,100_125,Hz,100,125,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M,Leakage_Current_SNR,DUT reading Leakage_Current_SNR,ldcm.parse,10000,Leakage_Current_SNR,6_nil,dB,6,9e30,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M,Current_SNR_closest_freq,DUT reading Current_SNR_closest_freq,ldcm.parse,10000,Current_SNR_closest_freq,100_125,Hz,100,125,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M,Voltage_Channel_Amplitude,DUT reading Voltage_Channel_Amplitude,ldcm.parse,10000,Voltage_Channel_Amplitude,0.05_0.11,Ratio_FS,0.05,0.11,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M,Voltage_Channel_Phase,DUT reading Voltage_Channel_Phase,ldcm.parse,10000,Voltage_Channel_Phase,nil_nil,Degrees,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M,TIA_Channel_Amplitude,DUT reading TIA_Channel_Amplitude,ldcm.parse,10000,TIA_Channel_Amplitude,0.05_0.25,Ratio_FS,0.05,0.25,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M,TIA_Channel_Phase,DUT reading TIA_Channel_Phase,ldcm.parse,10000,TIA_Channel_Phase,nil_nil,Degrees,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M,Current_Channel_Amplitude,DUT reading Current_Channel_Amplitude,ldcm.parse,10000,Current_Channel_Amplitude,nil_nil,Ratio_FS,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M,Current_Channel_Phase,DUT reading Current_Channel_Phase,ldcm.parse,10000,Current_Channel_Phase,nil_nil,Degrees,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M,Calculated_Resistance,DUT reading Calculated_Resistance,ldcm.parse,10000,Calculated_Resistance,700000_1300000,Ohms,700000,1300000,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M,Calculated_Capacitance,DUT reading Calculated_Capacitance,ldcm.parse,10000,Calculated_Capacitance,nil_3.5,nF,-9e30,3.5,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M,Calculated_Impedance_Magnitude,DUT reading Calculated_Impedance_Magnitude,ldcm.parse,10000,Calculated_Impedance_Magnitude,700000_1300000,Ohms,700000,1300000,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M,Calculated_Impedance_Phase,DUT reading Calculated_Impedance_Phase,ldcm.parse,10000,Calculated_Impedance_Phase,nil_nil,Degrees,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M,Disconnect_Res,DISCONNECT config ACE_DEBUG5 route,relay.relay,10000,LDCM_ACE_DEBUG_5_SBU2,DISCONNECT_QN,,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M5,Connect_Res,config ACE_DEBUG5 route,relay.relay,10000,LDCM_ACE_DEBUG_5_SBU2,TO_1M5,,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M5,DELAY_100MS,delay 100ms,delay.delay,10000,100,,ms,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M5,Cmds_Send,Run LDCM script,ldcm.run_script,30000,LDCM_LDCM_SBU_1M5_list,,,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M5,DELAY_10MS_1,delay 10ms,delay.delay,10000,10,,ms,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M5,Voltage_Channel_THD,DUT reading Voltage_Channel_THD,ldcm.parse,10000,Voltage_Channel_THD,nil_-45,dB,-9e30,-45,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M5,TIA_Channel_THD,DUT reading Voltage_Channel_THD,ldcm.parse,10000,TIA_Channel_THD,nil_-40,dB,-9e30,-40,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M5,Leakage_Current_THD,DUT reading Leakage_Current,ldcm.parse,10000,Leakage_Current_THD,nil_-12,dB,-9e30,-12,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M5,Voltage_Channel_SNR,DUT reading Voltage_Channel_SNR,ldcm.parse,10000,Voltage_Channel_SNR,30_nil,dB,30,9e30,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M5,Voltage_SNR_closest_freq,DUT reading Voltage_SNR_closest_freq,ldcm.parse,10000,Voltage_SNR_closest_freq,100_125,Hz,100,125,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M5,TIA_Channel_SNR,DUT reading TIA_Channel_SNR,ldcm.parse,10000,TIA_Channel_SNR,30_nil,dB,30,9e30,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M5,TIA_SNR_closest_freq,DUT reading TIA_SNR_closest_freq,ldcm.parse,10000,TIA_SNR_closest_freq,100_125,Hz,100,125,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M5,Leakage_Current_SNR,DUT reading Leakage_Current_SNR,ldcm.parse,10000,Leakage_Current_SNR,6_nil,dB,6,9e30,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M5,Current_SNR_closest_freq,DUT reading Current_SNR_closest_freq,ldcm.parse,10000,Current_SNR_closest_freq,100_125,Hz,100,125,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M5,Voltage_Channel_Amplitude,DUT reading Voltage_Channel_Amplitude,ldcm.parse,10000,Voltage_Channel_Amplitude,0.05_0.11,Ratio_FS,0.05,0.11,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M5,Voltage_Channel_Phase,DUT reading Voltage_Channel_Phase,ldcm.parse,10000,Voltage_Channel_Phase,nil_nil,Degrees,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M5,TIA_Channel_Amplitude,DUT reading TIA_Channel_Amplitude,ldcm.parse,10000,TIA_Channel_Amplitude,0.05_0.25,Ratio_FS,0.05,0.25,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M5,TIA_Channel_Phase,DUT reading TIA_Channel_Phase,ldcm.parse,10000,TIA_Channel_Phase,nil_nil,Degrees,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M5,Current_Channel_Amplitude,DUT reading Current_Channel_Amplitude,ldcm.parse,10000,Current_Channel_Amplitude,nil_nil,Ratio_FS,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M5,Current_Channel_Phase,DUT reading Current_Channel_Phase,ldcm.parse,10000,Current_Channel_Phase,nil_nil,Degrees,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M5,Calculated_Resistance,DUT reading Calculated_Resistance,ldcm.parse,10000,Calculated_Resistance,1050000_1950000,Ohms,1050000,1950000,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M5,Calculated_Capacitance,DUT reading Calculated_Capacitance,ldcm.parse,10000,Calculated_Capacitance,nil_3.5,nF,-9e30,3.5,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M5,Calculated_Impedance_Magnitude,DUT reading Calculated_Impedance_Magnitude,ldcm.parse,10000,Calculated_Impedance_Magnitude,750000_2250000,Ohms,750000,2250000,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M5,Calculated_Impedance_Phase,DUT reading Calculated_Impedance_Phase,ldcm.parse,10000,Calculated_Impedance_Phase,nil_nil,Degrees,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_1M5,Disconnect_Res,DISCONNECT config ACE_DEBUG5 route,relay.relay,10000,LDCM_ACE_DEBUG_5_SBU2,DISCONNECT_QN,,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_300K1nF5,Connect_Res,config ACE_DEBUG5 route,relay.relay,10000,LDCM_ACE_DEBUG_5_SBU2,TO_300K_1nF5,,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_300K1nF5,DELAY_100MS,delay 10ms,delay.delay,10000,100,,ms,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_300K1nF5,Cmds_Send,Run LDCM script,ldcm.run_script,30000,LDCM_LDCM_SBU_300K_1nF5_list,,,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_300K1nF5,DELAY_10MS_1,delay 10ms,delay.delay,10000,10,,ms,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_300K1nF5,Voltage_Channel_THD,DUT reading Voltage_Channel_THD,ldcm.parse,10000,Voltage_Channel_THD,nil_-45,dB,-9e30,-45,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_300K1nF5,TIA_Channel_THD,DUT reading Voltage_Channel_THD,ldcm.parse,10000,TIA_Channel_THD,nil_-40,dB,-9e30,-40,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_300K1nF5,Leakage_Current_THD,DUT reading Leakage_Current,ldcm.parse,10000,Leakage_Current_THD,nil_-12,dB,-9e30,-12,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_300K1nF5,Voltage_Channel_SNR,DUT reading Voltage_Channel_SNR,ldcm.parse,10000,Voltage_Channel_SNR,30_nil,dB,30,9e30,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_300K1nF5,Voltage_SNR_closest_freq,DUT reading Voltage_SNR_closest_freq,ldcm.parse,10000,Voltage_SNR_closest_freq,100_125,Hz,100,125,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_300K1nF5,TIA_Channel_SNR,DUT reading TIA_Channel_SNR,ldcm.parse,10000,TIA_Channel_SNR,30_nil,dB,30,9e30,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_300K1nF5,TIA_SNR_closest_freq,DUT reading TIA_SNR_closest_freq,ldcm.parse,10000,TIA_SNR_closest_freq,100_125,Hz,100,125,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_300K1nF5,Leakage_Current_SNR,DUT reading Leakage_Current_SNR,ldcm.parse,10000,Leakage_Current_SNR,6_nil,dB,6,9e30,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_300K1nF5,Current_SNR_closest_freq,DUT reading Current_SNR_closest_freq,ldcm.parse,10000,Current_SNR_closest_freq,100_125,Hz,100,125,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_300K1nF5,Voltage_Channel_Amplitude,DUT reading Voltage_Channel_Amplitude,ldcm.parse,10000,Voltage_Channel_Amplitude,0.05_0.11,Ratio_FS,0.05,0.11,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_300K1nF5,Voltage_Channel_Phase,DUT reading Voltage_Channel_Phase,ldcm.parse,10000,Voltage_Channel_Phase,nil_nil,Degrees,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_300K1nF5,TIA_Channel_Amplitude,DUT reading TIA_Channel_Amplitude,ldcm.parse,10000,TIA_Channel_Amplitude,0.05_0.25,Ratio_FS,0.05,0.25,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_300K1nF5,TIA_Channel_Phase,DUT reading TIA_Channel_Phase,ldcm.parse,10000,TIA_Channel_Phase,nil_nil,Degrees,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_300K1nF5,Current_Channel_Amplitude,DUT reading Current_Channel_Amplitude,ldcm.parse,10000,Current_Channel_Amplitude,nil_nil,Ratio_FS,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_300K1nF5,Current_Channel_Phase,DUT reading Current_Channel_Phase,ldcm.parse,10000,Current_Channel_Phase,nil_nil,Degrees,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_300K1nF5,Calculated_Resistance,DUT reading Calculated_Resistance,ldcm.parse,10000,Calculated_Resistance,210000_390000,Ohms,210000,390000,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_300K1nF5,Calculated_Capacitance,DUT reading Calculated_Capacitance,ldcm.parse,10000,Calculated_Capacitance,0.4499999999999999_2.549999999999999,nF,0.4499999999999999,2.549999999999999,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_300K1nF5,Calculated_Impedance_Magnitude,DUT reading Calculated_Impedance_Magnitude,ldcm.parse,10000,Calculated_Impedance_Magnitude,200525_372404,Ohms,200525,372404,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_300K1nF5,Calculated_Impedance_Phase,DUT reading Calculated_Impedance_Phase,ldcm.parse,10000,Calculated_Impedance_Phase,nil_nil,Degrees,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_300K1nF5,Disconnect_Res,DISCONNECT config ACE_DEBUG5 route,relay.relay,10000,LDCM_ACE_DEBUG_5_SBU2,DISCONNECT_QN,,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_10K200nF,Connect_Res,config ACE_DEBUG5 route,relay.relay,10000,LDCM_ACE_DEBUG_5_SBU2,TO_10K_200nF,,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_10K200nF,DELAY_100MS,delay 100ms,delay.delay,10000,100,,ms,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_10K200nF,Cmds_Send,Run LDCM script,ldcm.run_script,30000,LDCM_LDCM_SBU_10K_200nF_list,,,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_10K200nF,DELAY_10MS_1,delay 10ms,delay.delay,10000,10,,ms,,,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_10K200nF,Voltage_Channel_THD,DUT reading Voltage_Channel_THD,ldcm.parse,10000,Voltage_Channel_THD,nil_-45,dB,-9e30,-45,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_10K200nF,TIA_Channel_THD,DUT reading Voltage_Channel_THD,ldcm.parse,10000,TIA_Channel_THD,nil_-40,dB,-9e30,-40,{{production_mode}},dev_fuse_mode,,,
USBC,LDCM_AceSBU2_10K200nF,Leakage_Current_THD,DUT reading Leakage_Current,ldcm.parse,10000,Leakage_Current_THD,nil_-12,dB,-9e30,-12,{{production_mode}},dev_fuse_mode,,,
